id,word,meaning,furigana,romaji,level,frequency,difficulty
1067,物資,goods; materials,ぶっし,busshi,1,3.89,8.41
1068,あざ笑う,to sneer at; to ridicule,あざわらう,azawarau,1,2.25,10.05
1069,インターフォン,intercom,,intāfon,1,3.81,8.49
1070,映写,projection,えいしゃ,eisha,1,2.72,9.58
1071,独占,monopoly,どくせん,dokusen,1,4.21,8.09
1072,様相,aspect,ようそう,yōsō,1,3.4,8.9
1073,失調,lack of harmony,しっちょう,shitchō,1,3.52,8.780000000000001
1074,天,heavenly; imperial,あまつ,amatsu,1,4.8,7.500000000000001
1075,操る,to manipulate; to operate; to pull strings,あやつる,ayatsuru,1,3.77,8.530000000000001
1076,総会,general meeting,そうかい,sōkai,1,3.89,8.41
1077,状,shape,じょう,jō,1,4.62,7.680000000000001
1078,旅客,passenger (transport),りょかく,ryokaku,1,3.18,9.120000000000001
1079,据え付ける,to install; to equip; to mount,すえつける,suetsukeru,1,1.25,11.05
1080,辞退,refusal,じたい,jitai,1,3.67,8.63
1081,満場,unanimous; whole audience,まんじょう,manjō,1,2.09,10.21
1082,発足,starting; inauguration,はっそく,hassoku,1,3.76,8.540000000000001
1083,僕,manservant; servant (of God),しもべ,shimobe,1,5.59,6.710000000000001
1084,時刻表,table; diagram; chart; timetable; schedule,じこくひょう,jikokuhyō,1,4.16,8.14
1085,蓄積,accumulation; accumulate; store,ちくせき,chikuseki,1,3.86,8.440000000000001
1086,一向,earnestly,ひたすら,hitasura,1,2.51,9.790000000000001
1087,月日,(the) date,がっぴ,gappi,1,3.39,8.91
1088,煙たい,smoky; feeling awkward,けむたい,kemutai,1,1.99,10.31
1089,落ち葉,fallen leaves; leaf litter; defoliation; shedding leaves,おちば,ochiba,1,2.9,9.4
1090,航海,sail; voyage,こうかい,kōkai,1,3.98,8.32
1091,通常,common; general; usually,つうじょう,tsūjō,1,4.92,7.380000000000001
1092,論理,logic,ろんり,ronri,1,4.27,8.030000000000001
1093,推測,guess; conjecture,すいそく,suisoku,1,4.28,8.02
1094,交わす,to exchange (messages); to dodge; to parry; to avoid; to turn aside,かわす,kawasu,1,3.22,9.08
1095,取り替え,swap; exchange,とりかえ,torikae,1,3.36,8.940000000000001
1096,幹,(tree) trunk,かん,kan,1,3.84,8.46
1097,定まる,to become settled; to be fixed,さだまる,sadamaru,1,2.38,9.920000000000002
1098,モニター,(computer) monitor,,monitā,1,4.16,8.14
1099,擦る,to touch lightly; to take a percentage (from),かする,kasuru,1,2.84,9.46
1100,自ずから,naturally; as a matter of course,おのずから,onozukara,1,1.88,10.420000000000002
1101,未だ,as yet; hitherto; not yet (neg),いまだ,imada,1,4.04,8.260000000000002
1102,霞む,to grow hazy; to be misty,かすむ,kasumu,1,2.39,9.91
1103,枚,counter for flat objects (e.g. sheets of paper),まい,mai,1,5.28,7.0200000000000005
1104,賃金,wages,ちんぎん,chingin,1,4.1,8.200000000000001
1105,綴じる,to bind; to file,とじる,tojiru,1,1.61,10.690000000000001
1106,近々,nearness; before long,きんきん,kinkin,1,3.45,8.850000000000001
1107,襲撃,attack; charge; raid,しゅうげき,shūgeki,1,4.22,8.080000000000002
1108,統制,regulation; control,とうせい,tōsei,1,3.98,8.32
1109,踵,(shoe) heel,かかと,kakato,1,3.15,9.15
1110,きっちり,precisely; tightly,,kitchiri,1,3.9,8.4
1111,返還,return; restoration,へんかん,henkan,1,3.96,8.34
1112,ユニーク,unique,,yunīku,1,3.81,8.49
1113,同級,the same grade; same class,どうきゅう,dōkyū,1,2.66,9.64
1114,理屈,theory; reason,りくつ,rikutsu,1,3.78,8.520000000000001
1115,漁村,fishing village,ぎょそん,gyoson,1,2.98,9.32
1116,瓶,earthenware pot,かめ,kame,1,4.06,8.240000000000002
1117,意気込む,to be enthusiastic about,いきごむ,ikigomu,1,2.31,9.99
1118,満たす,to satisfy; to ingratiate; to fill; to fulfill,みたす,mitasu,1,3.95,8.350000000000001
1119,年頃,age; marriageable age; age of puberty; adolescence; for some years,としごろ,toshigoro,1,3.55,8.75
1120,坊ちゃん,son (of others),ぼっちゃん,botchan,1,3.14,9.16
1121,液,liquid; fluid,えき,eki,1,4.2,8.100000000000001
1122,煽てる,to stir up; to instigate; to flatter,おだてる,odateru,1,0.0,12.3
1123,団結,unity; union; combination,だんけつ,danketsu,1,3.71,8.59
1124,面,face,おも,omo,1,5.04,7.260000000000001
1125,怒る,to get angry; to be angry,いかる,ikaru,1,4.15,8.15
1126,軋む,to jar; to creak; to grate,きしむ,kishimu,1,2.32,9.98
1127,着手,embarkation; launch,ちゃくしゅ,chakushu,1,3.73,8.57
1128,気品,aroma,きひん,kihin,1,3.18,9.120000000000001
1129,勤勉,industry; diligence,きんべん,kinben,1,3.27,9.030000000000001
1130,質疑,question,しつぎ,shitsugi,1,3.56,8.74
1131,何方,which; who,どちら,dochira,1,2.68,9.620000000000001
1132,同,the same; the said; ibid.,どう,dō,1,5.1,7.200000000000001
1133,住,dwelling; living,じゅう,jū,1,3.9,8.4
1134,麻酔,anaesthesia,ますい,masui,1,3.92,8.38
1135,噴出,spewing; gushing; spouting; eruption; effusion,ふんしゅつ,funshutsu,1,3.54,8.760000000000002
1136,ぐっと,firmly; fast; much; more,,gutto,1,3.47,8.83
1137,逃す,to let loose; to set free; to let escape,のがす,nogasu,1,3.48,8.82
1138,誰,adjectival suffix for a person,たれ,tare,1,5.71,6.590000000000001
1139,ガレージ,garage (at house),,garēji,1,3.63,8.670000000000002
1140,消息,news; letter; circumstances,しょうそく,shōsoku,1,3.4,8.9
1141,歯科,dentistry,しか,shika,1,4.04,8.260000000000002
1142,退く,to retreat; to recede; to withdraw,しりぞく,shirizoku,1,3.11,9.190000000000001
1143,雫,drop (of water),しずく,shizuku,1,3.57,8.73
1144,感触,sense of touch; feeling; sensation,かんしょく,kanshoku,1,3.66,8.64
1145,秘書,(private) secretary,ひしょ,hisho,1,4.14,8.16
1146,平たい,flat; even; level; simple; plain,ひらたい,hiratai,1,2.77,9.530000000000001
1147,恐れ,fear; horror,おそれ,osore,1,4.51,7.790000000000001
1148,てっきり,surely; certainly; beyond doubt,,tekkiri,1,3.76,8.540000000000001
1149,季刊,quarterly (e.g. magazine),きかん,kikan,1,2.71,9.59
1150,転任,change of post,てんにん,tennin,1,2.52,9.780000000000001
1151,条約,treaty; pact,じょうやく,jōyaku,1,4.11,8.190000000000001
1152,結成,formation,けっせい,kessei,1,4.18,8.120000000000001
1153,孤独,isolation; loneliness; solitude,こどく,kodoku,1,4.22,8.080000000000002
1154,悲鳴,shriek; scream,ひめい,himei,1,3.91,8.39
1155,補強,compensation; reinforcement,ほきょう,hokyō,1,3.79,8.510000000000002
1156,同情,sympathy; compassion; sympathize; pity; feel for,どうじょう,dōjō,1,4.01,8.290000000000001
1157,在庫,stockpile; stock,ざいこ,zaiko,1,4.21,8.09
1158,若しかすると,perhaps; maybe; by some chance,もしかすると,moshikasuruto,1,2.14,10.16
1159,再会,another meeting; meeting again; reunion,さいかい,saikai,1,4.13,8.170000000000002
1160,煌々と,brilliantly; brightly,こうこうと,kōkōto,1,1.94,10.360000000000001
1161,灰,puckery juice,あく,aku,1,4.03,8.27
1162,潤う,to be moist; to be damp; to get wet; to profit by; to be watered; to receive benefits; to favor; to charm; t,うるおう,uruō,1,2.85,9.450000000000001
1163,可哀想,poor; pitiable; pathetic,かわいそう,kawaisō,1,4.09,8.21
1164,外相,Foreign Minister,がいしょう,gaishō,1,3.5,8.8
1165,詫び,apology,わび,wabi,1,3.28,9.020000000000001
1166,害する,to injure; to damage; to harm; to kill; to hinder,がいする,gaisuru,1,3.11,9.190000000000001
1167,しぶとい,tenacious; stubborn,,shibutoi,1,2.84,9.46
1168,是正,correction; revision,ぜせい,zesei,1,3.51,8.790000000000001
1169,圧迫,pressure; coercion; oppression,あっぱく,appaku,1,3.76,8.540000000000001
1170,剥がす,to tear off; to peel off; to rip off; to strip off; to skin; to flay; to disrobe; to deprive of; to detach; t,はがす,hagasu,1,3.13,9.170000000000002
1171,化繊,synthetic fibres,かせん,kasen,1,2.36,9.940000000000001
1172,畜産,animal husbandry,ちくさん,chikusan,1,3.28,9.020000000000001
1173,ダウン,down,,daun,1,4.51,7.790000000000001
1174,利根,intelligence,りこん,rikon,1,3.1,9.200000000000001
1175,先天的,a priori; inborn; innate; inherent; congenital; hereditary,せんてんてき,sententeki,1,2.93,9.370000000000001
1176,有機,organic,ゆうき,yūki,1,4.01,8.290000000000001
1177,職員,staff member; personnel,しょくいん,shokuin,1,4.58,7.720000000000001
1178,制する,to control; to command; to get the better of,せいする,seisuru,1,3.14,9.16
1179,無論,of course; naturally,むろん,muron,1,3.46,8.84
1180,お先に,before; ahead; previously,おさきに,osakini,1,3.42,8.88
1181,怒り,anger; hatred,いかり,ikari,1,4.57,7.73
1182,末,top end; tip,うら,ura,1,4.7,7.6000000000000005
1183,活発,vigor; active,かっぱつ,kappatsu,1,4.06,8.240000000000002
1184,相,together; mutually; fellow,あい,ai,1,4.63,7.670000000000001
1185,予想,expectation; anticipation; prediction; forecast,よそう,yosō,1,4.87,7.430000000000001
1186,経費,expenses; cost; outlay,けいひ,keihi,1,3.91,8.39
1187,顧みる,to look back; to turn around; to review,かえりみる,kaerimiru,1,2.19,10.110000000000001
1188,一心,one mind; wholeheartedness; the whole heart,いっしん,isshin,1,3.42,8.88
1189,極めて,exceedingly; extremely,きわめて,kiwamete,1,4.37,7.930000000000001
1190,混む,to be crowded,こむ,komu,1,3.25,9.05
1191,第一,first; foremost; # 1,だいいち,daiichi,1,5.54,6.760000000000001
1192,鞠,ball,まり,mari,1,3.15,9.15
1193,軍備,armaments; military preparations,ぐんび,gunbi,1,3.21,9.09
1194,毎,each respectively,ごと,goto,1,4.3,8.0
1195,トランジスター,transistor,,toranjisutā,1,1.89,10.41
1196,対して,for; in regard to; per,たいして,taishite,1,3.55,8.75
1197,聴覚,the sense of hearing,ちょうかく,chōkaku,1,3.53,8.770000000000001
1198,励ます,to encourage; to cheer; to raise (the voice),はげます,hagemasu,1,3.07,9.23
1199,窮屈,narrow; tight; stiff; rigid; uneasy; formal; constrained,きゅうくつ,kyūkutsu,1,3.4,8.9
1200,接ぐ,to join; to piece together; to set (bones); to graft (trees),つぐ,tsugu,1,0.0,12.3
1201,残高,(bank) balance; remainder,ざんだか,zandaka,1,3.56,8.74
1202,損なう,to harm; to hurt; to injure; to damage; to fail in doing,そこなう,sokonau,1,3.26,9.040000000000001
1203,其れでも,but (still); and yet; nevertheless; even so; notwithstanding,それでも,soredemo,1,3.31,8.99
1204,助詞,particle; postposition,じょし,joshi,1,3.02,9.280000000000001
1205,明朗,bright; clear; cheerful,めいろう,meirō,1,2.7,9.600000000000001
1206,思考,thought,しこう,shikō,1,4.44,7.86
1207,根気,patience; perseverance; energy,こんき,konki,1,3.27,9.030000000000001
1208,旧知,old friend; old friendship,きゅうち,kyūchi,1,2.76,9.540000000000001
1209,窮乏,poverty,きゅうぼう,kyūbō,1,2.13,10.170000000000002
1210,団扇,fan,うちわ,uchiwa,1,2.79,9.510000000000002
1211,印,seal; stamp; mark; print,いん,in,1,4.32,7.98
1212,丁目,district of a town; city block (of irregular size),ちょうめ,chōme,1,4.42,7.880000000000001
1213,平常,normal; usual,へいじょう,heijō,1,3.54,8.760000000000002
1214,粉々,in very small pieces,こなごな,konagona,1,3.23,9.07
1215,企画,planning; project,きかく,kikaku,1,5.03,7.2700000000000005
1216,確立,establishment,かくりつ,kakuritsu,1,4.14,8.16
1217,素敵,lovely; dreamy; beautiful; great; fantastic; superb; cool; capital,すてき,suteki,1,4.91,7.390000000000001
1218,定める,to decide; to establish; to determine,さだめる,sadameru,1,3.95,8.350000000000001
1219,慣例,custom; precedent; of convention,かんれい,kanrei,1,3.23,9.07
1220,尾,tail; ridge,お,o,1,4.32,7.98
1221,瞬き,wink; twinkling (of stars); flicker (of light),またたき,matataki,1,3.08,9.22
1222,妥結,agreement,だけつ,daketsu,1,2.57,9.73
1223,詰る,to rebuke; to scold; to tell off,なじる,najiru,1,1.74,10.56
1224,武力,armed might; military power; the sword; force,ぶりょく,buryoku,1,3.77,8.530000000000001
1225,廃止,abolition; repeal,はいし,haishi,1,4.4,7.9
1226,雷,thunder,いかずち,ikazuchi,1,4.22,8.080000000000002
1227,岩石,rock,がんせき,ganseki,1,3.06,9.24
1228,乾,heaven; emperor,かん,kan,1,3.74,8.56
1229,獣,beast; brute,けだもの,kedamono,1,4.73,7.57
1230,慣習,usual (historical) custom,かんしゅう,kanshū,1,3.56,8.74
1231,禁じる,to prohibit,きんじる,kinjiru,1,3.09,9.21
1232,東,east; Eastern Japan,あずま,azuma,1,4.77,7.530000000000001
1233,檻,cage; pen; jail cell,おり,ori,1,3.6,8.700000000000001
1234,罵る,to speak ill of; to abuse,ののしる,nonoshiru,1,2.81,9.49
1235,ややこしい,puzzling; tangled; complicated; complex,,yayakoshii,1,3.52,8.780000000000001
1236,軸,axis; stem; shaft; axle,じく,jiku,1,4.42,7.880000000000001
1237,目録,catalogue; catalog; list,もくろく,mokuroku,1,3.53,8.770000000000001
1238,成り立つ,to conclude; to consist of; to be practical (logical  feasible  viable); to hold true,なりたつ,naritatsu,1,3.61,8.690000000000001
1239,故,the late (deceased),こ,ko,1,4.02,8.280000000000001
1240,クラブ,club; crab,,kurabu,1,4.77,7.530000000000001
1241,圧力,stress; pressure,あつりょく,atsuryoku,1,4.35,7.950000000000001
1242,駄作,poor work; rubbish,ださく,dasaku,1,3.04,9.260000000000002
1243,何の,which; what,どの,dono,1,6.14,6.160000000000001
1244,巻,volume,まき,maki,1,4.97,7.330000000000001
1245,ずれ,gap; slippage,,zure,1,3.95,8.350000000000001
1246,次,order; sequence; times; next; below,し,shi,1,5.52,6.780000000000001
1247,防火,fire prevention; fire fighting; fire proof,ぼうか,bōka,1,3.11,9.190000000000001
1248,案じる,to be anxious; to ponder,あんじる,anjiru,1,2.09,10.21
1249,ショック,shock,,shokku,1,4.51,7.790000000000001
1250,逆立ち,handstand; headstand,さかだち,sakadachi,1,2.98,9.32
1251,隔週,every other week,かくしゅう,kakushū,1,2.95,9.350000000000001
1252,増強,augment; reinforce; increase,ぞうきょう,zōkyō,1,3.79,8.510000000000002
1253,ご馳走さま,feast,ごちそうさま,gochisōsama,1,2.3,10.0
1254,唱える,to recite; to chant; to call upon,となえる,tonaeru,1,3.57,8.73
1255,見すぼらしい,shabby; seedy,みすぼらしい,misuborashii,1,4.29,8.010000000000002
1256,共学,coeducation,きょうがく,kyōgaku,1,2.98,9.32
1257,怠い,sluggish; feel heavy; languid; dull,だるい,darui,1,2.85,9.450000000000001
1258,資産,property; fortune; means; assets,しさん,shisan,1,4.43,7.870000000000001
1259,残酷,cruelty; harshness,ざんこく,zankoku,1,3.93,8.370000000000001
1260,焚火,(open) fire,たきび,takibi,1,2.39,9.91
1261,庶務,general affairs,しょむ,shomu,1,2.4,9.9
1262,弛む,to slacken; to loosen; to relax,たるむ,tarumu,1,1.23,11.07
1263,仕える,to serve; to work for,つかえる,tsukaeru,1,3.65,8.65
1264,鍛える,to forge; to drill; to temper; to train; to discipline,きたえる,kitaeru,1,3.53,8.770000000000001
1265,二人,two persons; two people; pair; couple,ににん,ninin,1,5.71,6.590000000000001
1266,強烈,strong; intense; severe,きょうれつ,kyōretsu,1,4.04,8.260000000000002
1267,視野,field of vision; outlook,しや,shiya,1,3.95,8.350000000000001
1268,名簿,register of names,めいぼ,meibo,1,3.84,8.46
1269,共働き,dual income,ともばたらき,tomobataraki,1,3.22,9.08
1270,恋愛,love; love-making; passion; emotion; affections,れんあい,ren'ai,1,4.74,7.5600000000000005
1271,増進,promoting; increase; advance,ぞうしん,zōshin,1,3.3,9.0
1272,励む,to be zealous; to brace oneself; to endeavour; to strive; to make an effort,はげむ,hagemu,1,3.2,9.100000000000001
1273,図る,to plot; to attempt; to plan; to take in; to deceive; to devise; to design; to refer A to B,はかる,hakaru,1,4.03,8.27
1274,世論,public opinion,せろん,seron,1,3.85,8.450000000000001
1275,弟,younger brother,おと,oto,1,4.81,7.490000000000001
1276,申し込み,application; entry; request; subscription; offer; proposal; overture; challenge,もうしこみ,mōshikomi,1,3.89,8.41
1277,些事,something small or petty; trifle,さじ,saji,1,2.03,10.270000000000001
1278,割り算,division (math),わりざん,warizan,1,2.45,9.850000000000001
1279,暫く,little while,しばらく,shibaraku,1,3.84,8.46
1280,営む,to carry on (e.g. in ceremony); to run a business,いとなむ,itonamu,1,3.41,8.89
1281,築く,to build; to pile up; to amass,きずく,kizuku,1,3.62,8.68
1282,頻繁,frequency,ひんぱん,hinpan,1,4.21,8.09
1283,左様なら,good-bye,さようなら,sayōnara,1,2.51,9.790000000000001
1284,腕前,ability; skill; facility,うでまえ,udemae,1,3.47,8.83
1285,夜行,walking around at night; night train; night travel,やぎょう,yagyō,1,3.71,8.59
1286,戦術,tactics,せんじゅつ,senjutsu,1,4.04,8.260000000000002
1287,突っ張る,to support; to become stiff; to become taut; to thrust (ones opponent); to stick to (ones opinion); to in,つっぱる,tsupparu,1,2.05,10.25
